date,region,niche,source_family,query,quality_score,use_when,evidence_to_capture,failure_pattern,safe_next_action,notes
2026-06-16,Emu Park,cafe restaurant bar catering,Facebook public page,"""Emu Park"" ""takeaway"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,landscaping excavation mini digger,Facebook public page,"""Emu Park"" ""landscaping"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,landscaping excavation mini digger,Facebook public page,"""Emu Park"" ""earthmoving"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,landscaping excavation mini digger,Facebook public page,"""Emu Park"" ""mini digger"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,landscaping excavation mini digger,Facebook public page,"""Emu Park"" ""excavation"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cafe restaurant bar catering,Facebook public page,"""Yeppoon"" ""cafe"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cafe restaurant bar catering,Facebook public page,"""Yeppoon"" ""restaurant"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cafe restaurant bar catering,Facebook public page,"""Yeppoon"" ""bar"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cafe restaurant bar catering,Facebook public page,"""Yeppoon"" ""catering"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cafe restaurant bar catering,Facebook public page,"""Yeppoon"" ""takeaway"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cleaning pest control,Facebook public page,"""Yeppoon"" ""cleaning"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cleaning pest control,Facebook public page,"""Yeppoon"" ""pest control"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cleaning pest control,Facebook public page,"""Yeppoon"" ""termite"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,cleaning pest control,Facebook public page,"""Yeppoon"" ""carpet cleaning"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Capricorn Enterprise,"""Capricorn Enterprise"" ""cleaning"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Capricorn Enterprise,"""Capricorn Enterprise"" ""pest control"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Capricorn Enterprise,"""Capricorn Enterprise"" ""termite"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Capricorn Enterprise,"""Capricorn Enterprise"" ""carpet cleaning"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""cleaning"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""pest control"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""termite"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""carpet cleaning"" ""Capricorn Coast""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Emu Park Online,"""Emu Park Online"" ""cleaning"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Emu Park Online,"""Emu Park Online"" ""pest control"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Emu Park Online,"""Emu Park Online"" ""termite"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Emu Park Online,"""Emu Park Online"" ""carpet cleaning"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""cleaning"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""pest control"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""termite"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cleaning pest control,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""carpet cleaning"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Emu Park Online,"""Emu Park Online"" ""hair salon"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Emu Park Online,"""Emu Park Online"" ""beauty"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Emu Park Online,"""Emu Park Online"" ""barber"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Emu Park Online,"""Emu Park Online"" ""skin"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""hair salon"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""beauty"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""barber"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Yeppoon Capricorn Coast,"""Yeppoon Capricorn Coast"" ""skin"" ""Emu Park""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""gallery"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""workshop"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""market"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""artist"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""cafe"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""restaurant"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""bar"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""catering"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""takeaway"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Rockhampton business directory,"""Rockhampton business directory"" ""cleaning"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Rockhampton business directory,"""Rockhampton business directory"" ""pest control"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Rockhampton business directory,"""Rockhampton business directory"" ""termite"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Rockhampton business directory,"""Rockhampton business directory"" ""carpet cleaning"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Rockhampton business directory,"""Rockhampton business directory"" ""landscaping"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Rockhampton business directory,"""Rockhampton business directory"" ""earthmoving"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Rockhampton business directory,"""Rockhampton business directory"" ""mini digger"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Rockhampton business directory,"""Rockhampton business directory"" ""excavation"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Rockhampton business directory,"""Rockhampton business directory"" ""hair salon"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Rockhampton business directory,"""Rockhampton business directory"" ""beauty"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Rockhampton business directory,"""Rockhampton business directory"" ""barber"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Rockhampton business directory,"""Rockhampton business directory"" ""skin"" ""Kawana Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Capricorn Enterprise,"""Capricorn Enterprise"" ""gallery"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Capricorn Enterprise,"""Capricorn Enterprise"" ""workshop"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Capricorn Enterprise,"""Capricorn Enterprise"" ""market"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Capricorn Enterprise,"""Capricorn Enterprise"" ""artist"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""gallery"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""workshop"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""market"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Rockhampton business directory,"""Rockhampton business directory"" ""artist"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Capricorn Enterprise,"""Capricorn Enterprise"" ""cafe"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Capricorn Enterprise,"""Capricorn Enterprise"" ""restaurant"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Capricorn Enterprise,"""Capricorn Enterprise"" ""bar"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Capricorn Enterprise,"""Capricorn Enterprise"" ""catering"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Capricorn Enterprise,"""Capricorn Enterprise"" ""takeaway"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""cafe"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""restaurant"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Rockhampton business directory,"""Rockhampton business directory"" ""bar"" ""Rockhampton""",78,"Use before broad web search, especially after locality pages dominate results.","directory page URL, business name, category, linked website/social or clear website gap",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
